Subject,Object,Relationship
has,College,nsubj
has,Fung,nsubj
has,Felix,nsubj
has,Fadilah,nsubj
has,FCC,nsubj
has,Entertainment,nsubj
has,Elliott,nsubj
has,Day,nsubj
has,Choon,nsubj
harvest,they,nsubj
has,China,nsubj
has,California,nsubj
has,Azizul,nsubj
has,Australia,nsubj
has,Amazon,nsubj
has,21,dobj
has,10,dobj
harder,it,nsubj
harder,effects,nsubj
hard,it,nsubj
handling,mail,dobj
happen,this,nsubj
happen,something,nsubj
happen,it,nsubj
hanged,people,dobj
hanged,government,nsubj
handling,wastewater,dobj
handling,services,dobj
handling,funds,dobj
harbouring,rebels,dobj
handling,agent,dobj
handles,market,dobj
handles,He,nsubj
handled,who,nsubj
handled,that,nsubj
handled,cash,dobj
handled,cases,dobj
happen,what,nsubj
happened,Everything,nsubj
happened,That,nsubj
happened,This,nsubj
harbour,hopes,dobj
harassing,students,dobj
happy,people,nsubj
happy,me,nsubj
happens,what,nsubj
happens,that,nsubj
happens,entrepreneurship,nsubj
happening,what,nsubj
happened,which,nsubj
happened,what,nsubj
happened,it,nsubj
happened,incident,nsubj
happened,attacks,nsubj
happened,accident,nsubj
happened,What,nsubj
has,Goh,nsubj
has,Google,nsubj
has,Hatcher,nsubj
has,chain,nsubj
has,classes,dobj
has,clarity,dobj
has,children,dobj
has,chicken,nsubj
has,charisma,dobj
has,change,dobj
has,chance,dobj
has,cent,dobj
has,baggage,dobj
has,carmaker,nsubj
has,care,dobj
has,caps,dobj
has,capacity,dobj
has,cancer,dobj
has,business,dobj
has,burns,dobj
has,collaboration,nsubj
has,collection,dobj
has,companies,dobj
has,company,nsubj
has,failure,dobj
has,energy,nsubj
has,employees,dobj
has,empire,dobj
has,effects,dobj
has,disease,dobj
has,design,nsubj
has,days,dobj
has,daughters,dobj
has,currency,dobj
has,country,nsubj
has,condition,dobj
has,concentration,dobj
has,composition,dobj
has,competitor,nsubj
has,base,dobj
has,authority,dobj
has,He,nsubj
has,Malaysia,nsubj
has,Shakira,nsubj
has,Peru,nsubj
has,Paris,nsubj
has,Nvidia,nsubj
has,Nepal,nsubj
has,Museum,nsubj
has,Mille,nsubj
has,MTN,nsubj
has,atrophy,dobj
has,Lab,nsubj
has,Kyiv,dobj
has,Korea,nsubj
has,Josefina,nsubj
has,It,nsubj
has,Israel,nsubj
has,India,nsubj
has,Sharrah,nsubj
has,She,nsubj
has,Shein,nsubj
has,Singapore,nsubj
has,assessment,nsubj
has,ambitions,dobj
has,airport,nsubj
has,ages,dobj
has,affiliations,dobj
has,access,dobj
has,Wong,nsubj
has,Wenders,nsubj
has,Vincent,nsubj
has,University,nsubj
has,Ueda,nsubj
has,Tribe,nsubj
has,Tate,nsubj
has,Song,nsubj
has,Somalia,nsubj
have,children,dobj
have,choice,dobj
have,citizens,nsubj
hear,you,nsubj
heard,explosions,dobj
heard,court,nsubj
heard,commotion,dobj
heard,calls,dobj
heard,Subramanian,nsubj
heard,I,nsubj
heard,Court,nsubj
hear,we,nsubj
heard,gunshots,dobj
hear,that,dobj
hear,testimonies,dobj
hear,sound,dobj
hear,problem,dobj
hear,it,dobj
hear,he,nsubj
hear,We,nsubj
heard,groan,dobj
heard,he,nsubj
have,clot,dobj
hears,one,nsubj
held,Member,nsubj
held,He,nsubj
heightens,dangers,dobj
heightening,uncertainty,dobj
heightened,stress,dobj
heightened,pandemic,nsubj
heed,advice,dobj
hears,little,dobj
heard,news,dobj
hearing,mum,nsubj
hearing,loss,dobj
heard,they,nsubj
heard,sounds,dobj
heard,sound,dobj
heard,she,nsubj
heard,rumours,dobj
hear,I,nsubj
heals,itself,dobj
heal,that,nsubj
having,game,dobj
having,party,nsubj
having,one,dobj
having,multitude,dobj
having,money,dobj
having,hits,dobj
having,herself,nsubj
having,he,nsubj
having,feet,dobj
heads,she,nsubj
having,drinks,dobj
having,dinner,dobj
having,connection,dobj
having,conflicts,dobj
having,bedroom,dobj
having,authority,dobj
having,attacks,dobj
having,sex,dobj
having,she,nsubj
having,skills,dobj
having,superpower,dobj
heads,country,nsubj
heading,who,nsubj
heading,thousands,nsubj
heading,people,nsubj
heading,Lim,nsubj
headed,missile,nsubj
headed,Kate,nsubj
headed,Ghosn,nsubj
head,designs,dobj
head,II,dobj
head,Chow,nsubj
hawker,centres,dobj
having,that,dobj
having,temperature,dobj
having,surgery,dobj
held,Retailing,nsubj
held,Summit,nsubj
held,contract,dobj
helped,I,nsubj
helped,people,nsubj
helped,him,dobj
helped,doctors,nsubj
helped,crackdown,nsubj
helped,assistants,nsubj
helped,Russia,nsubj
helped,Iran,nsubj
helped,Dike,nsubj
help,settlement,nsubj
helped,Bot,nsubj
help,women,dobj
help,which,nsubj
help,users,dobj
help,use,nsubj
help,this,nsubj
help,that,nsubj
helped,that,nsubj
helped,who,nsubj
helping,I,nsubj
helping,company,dobj
her,him,nsubj
helps,which,nsubj
helps,mum,dobj
helps,mattress,nsubj
helps,it,nsubj
helps,generation,dobj
helps,company,nsubj
helps,She,nsubj
helps,Inception,nsubj
helping,working,dobj
helping,which,nsubj
helping,them,dobj
helping,project,nsubj
helping,junta,dobj
helping,grandmother,dobj
help,surgery,dobj
help,science,nsubj
held,elections,dobj
held,talks,dobj
help,Painkillers,nsubj
help,It,nsubj
help,Apps,nsubj
helms,team,nsubj
helms,kitchen,dobj
helm,school,dobj
held,who,nsubj
held,student,nsubj
help,project,nsubj
held,sign,dobj
held,seat,dobj
held,roles,dobj
held,positions,dobj
held,hostage,dobj
held,he,nsubj
held,forecast,dobj
help,We,nsubj
help,brothers,dobj
help,countries,dobj
help,data,nsubj
help,products,nsubj
help,population,dobj
help,people,dobj
help,others,dobj
help,other,dobj
help,operation,nsubj
help,it,nsubj
help,investment,nsubj
help,impaired,dobj
help,him,dobj
help,groups,dobj
help,government,nsubj
help,friend,dobj
help,findings,nsubj
help,deals,nsubj
having,access,dobj
having,Official,nsubj
having,I,nsubj
have,impact,dobj
have,it,dobj
have,issues,dobj
have,investments,dobj
have,intention,dobj
have,injuries,dobj
have,imposition,nsubj
have,implications,dobj
have,idea,dobj
have,funds,dobj
have,icing,dobj
have,hope,dobj
have,heart,dobj
have,he,nsubj
have,guests,dobj
have,grounds,nsubj
have,graves,nsubj
have,kidney,nsubj
have,knowledge,dobj
have,laundering,dobj
have,minute,dobj
have,millions,dobj
have,men,nsubj
have,media,nsubj
have,me,nsubj
have,match,dobj
have,mastery,dobj
have,markets,dobj
have,majority,nsubj
have,look,dobj
have,links,dobj
have,lifetime,dobj
have,life,dobj
have,licenses,nsubj
have,leverage,dobj
have,goal,dobj
have,founders,nsubj
have,movers,nsubj
have,couple,nsubj
have,designer,nsubj
have,design,dobj
have,demonstration,nsubj
have,degree,dobj
have,daughters,dobj
have,curtailment,nsubj
have,crossings,dobj
have,countries,nsubj
have,foothold,dobj
have,control,dobj
have,consultation,dobj
have,connections,dobj
have,conditions,dobj
have,companies,nsubj
have,community,nsubj
have,co,nsubj
have,diagnosis,dobj
have,dinner,dobj
have,disease,dobj
have,dishes,dobj
have,footer,dobj
have,food,nsubj
have,flexibility,dobj
have,film,dobj
have,feeling,dobj
have,family,nsubj
have,fabric,dobj
have,evidence,dobj
have,engine,dobj
have,employees,nsubj
have,effects,dobj
have,effect,dobj
have,drivers,nsubj
have,doubt,dobj
have,money,dobj
have,neighbours,dobj
having,ATMs,dobj
have,son,dobj
have,that,nsubj
have,students,dobj
have,structures,dobj
have,strategy,dobj
have,states,nsubj
have,spaces,dobj
have,space,dobj
have,something,dobj
have,role,dobj
have,some,nsubj
have,skin,dobj
have,she,nsubj
have,sex,dobj
have,sense,dobj
have,sensation,dobj
have,seat,dobj
have,them,nsubj
have,these,nsubj
have,they,nsubj
have,third,nsubj
have,you,nsubj
have,yeasts,dobj
have,winners,nsubj
have,who,nsubj
have,which,nsubj
have,we,nsubj
have,voucher,dobj
have,vaccine,nsubj
have,tumours,dobj
have,tumour,dobj
have,treatment,dobj
have,transplant,dobj
have,time,dobj
have,ties,dobj
have,thoughts,dobj
have,sales,dobj
have,roes,nsubj
have,obligations,dobj
have,partners,dobj
have,plates,dobj
have,plans,dobj
have,plan,dobj
have,place,dobj
have,photocopies,nsubj
have,permit,dobj
have,people,nsubj
have,part,dobj
have,rigour,dobj
have,outlets,nsubj
have,outcomes,nsubj
have,others,nsubj
have,orchids,dobj
have,options,dobj
have,opportunity,dobj
have,office,nsubj
have,platforms,nsubj
have,pool,dobj
have,pot,dobj
have,power,dobj
have,rice,dobj
have,responsibility,dobj
have,respect,dobj
have,residences,dobj
have,relevance,dobj
have,release,nsubj
have,relationship,dobj
have,relations,dobj
have,regions,nsubj
have,regard,dobj
have,referee,dobj
have,reason,dobj
have,rates,dobj
have,problem,dobj
have,presence,dobj
increased,Haram,nsubj
increased,attacks,dobj
drew,I,nsubj
is,task,nsubj
is,thing,nsubj
is,therapy,nsubj
is,that,nsubj
is,team,nsubj
is,tax,nsubj
is,taupāruru,nsubj
is,taste,nsubj
is,system,nsubj
is,this,nsubj
is,syndrome,nsubj
is,surgery,nsubj
is,success,nsubj
is,study,nsubj
is,strategy,nsubj
is,story,nsubj
is,store,nsubj
is,thinking,nsubj
is,time,nsubj
is,region,nsubj
is,wastewater,nsubj
is,who,nsubj
is,which,nsubj
is,what,nsubj
is,weight,nsubj
is,weather,nsubj
is,way,nsubj
is,water,nsubj
is,verdict,nsubj
is,tournament,nsubj
is,venture,nsubj
is,unit,nsubj
is,truth,nsubj
is,treatment,nsubj
is,transport,nsubj
is,trail,nsubj
is,trade,nsubj
is,stock,nsubj
is,stake,nsubj
is,speech,nsubj
is,road,nsubj
is,scene,nsubj
is,scale,nsubj
is,ruling,nsubj
is,rules,nsubj
is,rule,nsubj
is,root,nsubj
is,room,nsubj
is,result,nsubj
is,spa,nsubj
is,rest,nsubj
is,reservation,nsubj
is,research,nsubj
is,rent,nsubj
is,renaming,nsubj
is,remit,nsubj
is,relationship,nsubj
is,school,nsubj
is,season,nsubj
is,sector,nsubj
is,security,nsubj
is,son,nsubj
is,something,nsubj
is,someone,nsubj
is,solution,nsubj
is,size,nsubj
is,situation,nsubj
is,singaporensis,nsubj
is,shoring,nsubj
is,she,nsubj
is,share,nsubj
is,sewer,nsubj
is,settlement,nsubj
is,service,nsubj
is,sentence,nsubj
is,selection,nsubj
is,wisdom,nsubj
is,wording,nsubj
is,work,nsubj
join,Agreement,dobj
join,Minister,dobj
join,Lee,nsubj
join,Ismail,nsubj
join,Hughes,nsubj
join,Farrell,dobj
join,CPTPP,dobj
join,Bersatu,dobj
job,himself,nsubj
issued,warnings,dobj
jeopardise,peace,dobj
issuing,tokens,dobj
issuing,statement,dobj
issuing,sanctions,dobj
issuing,it,nsubj
issuing,determination,dobj
issued,who,nsubj
join,Moscow,dobj
join,Party,dobj
join,board,dobj
join,club,dobj
joined,He,nsubj
joined,Group,dobj
joined,Forest,dobj
joined,Elanga,nsubj
joined,Department,dobj
joined,Binance,dobj
joined,Barca,dobj
join,protests,dobj
join,programme,dobj
join,pair,nsubj
join,pact,dobj
join,ministry,nsubj
join,him,dobj
join,her,nsubj
join,hands,dobj
issued,warrant,dobj
issued,warning,dobj
is,worry,nsubj
issued,ACRA,nsubj
issued,States,nsubj
issued,Office,nsubj
issued,MAS,nsubj
issued,Commission,nsubj
issued,Chutkan,nsubj
issued,Bank,nsubj
issued,Abidin,nsubj
issue,billion,dobj
issued,thereunder,dobj
issue,banks,nsubj
issue,PD,nsubj
issue,LOI,dobj
isolated,we,nsubj
isolated,he,nsubj
isolated,antibody,dobj
is,year,nsubj
issued,Tshisekedi,nsubj
issued,agency,nsubj
issued,authorities,nsubj
issued,call,dobj
issued,statements,dobj
issued,statement,dobj
issued,sanctions,dobj
issued,regulations,nsubj
issued,receipts,nsubj
issued,penalty,dobj
issued,order,dobj
issued,officials,nsubj
issued,officer,nsubj
issued,notification,dobj
issued,notice,dobj
issued,fines,dobj
issued,decree,dobj
issued,coins,dobj
issued,celebrities,nsubj
is,reintroduction,nsubj
is,reasoning,nsubj
joined,Lazada,dobj
is,fighting,nsubj
is,focus,nsubj
is,floor,nsubj
is,flight,nsubj
is,flesh,nsubj
is,fish,nsubj
is,firm,nsubj
is,fine,nsubj
is,fideuà,nsubj
is,foodpanda,nsubj
is,feeling,nsubj
is,feature,nsubj
is,fear,nsubj
is,favorite,nsubj
is,father,nsubj
is,family,nsubj
is,explanation,nsubj
is,food,nsubj
is,forward,nsubj
is,reaction,nsubj
is,hometown,nsubj
is,impact,nsubj
is,identification,nsubj
is,idea,nsubj
is,husband,nsubj
is,human,nsubj
is,hope,nsubj
is,hongi,nsubj
is,home,nsubj
is,funding,nsubj
is,history,nsubj
is,he,nsubj
is,haunt,nsubj
is,group,nsubj
is,government,nsubj
is,goal,nsubj
is,generation,nsubj
is,experience,nsubj
is,expansion,nsubj
is,exit,nsubj
is,deal,nsubj
is,dialogue,nsubj
is,dial,nsubj
is,design,nsubj
is,demarche,nsubj
is,demand,nsubj
is,deficit,nsubj
is,decision,nsubj
is,date,nsubj
is,evidence,nsubj
is,data,nsubj
is,criticism,nsubj
is,craniotomy,nsubj
is,country,nsubj
is,cost,nsubj
is,cooperation,nsubj
is,contract,nsubj
is,dirty,nsubj
is,disease,nsubj
is,dish,nsubj
is,divorce,nsubj
is,everything,nsubj
is,escavator,nsubj
is,entrepreneurship,nsubj
is,entrant,nsubj
is,enough,nsubj
is,engagement,nsubj
is,empathy,nsubj
is,eldest,nsubj
is,effort,nsubj
is,effect,nsubj
is,economies,nsubj
is,eatery,nsubj
is,drug,nsubj
is,drama,nsubj
is,dollar,nsubj
is,incentive,nsubj
is,income,nsubj
is,industry,nsubj
is,outlook,nsubj
is,percent,nsubj
is,patient,nsubj
is,partnership,nsubj
is,parent,nsubj
is,pain,nsubj
is,package,nsubj
is,output,nsubj
is,other,nsubj
is,need,nsubj
is,opponent,nsubj
is,opening,nsubj
is,one,nsubj
is,old,nsubj
is,objective,nsubj
is,number,nsubj
is,ngot,nsubj
is,plan,nsubj
is,pogona,nsubj
is,point,nsubj
is,pontiff,nsubj
is,rate,nsubj
is,ratatouille,nsubj
is,question,nsubj
is,purpose,nsubj
is,purchase,nsubj
is,prototype,nsubj
is,property,nsubj
is,product,nsubj
is,processor,nsubj
is,process,nsubj
is,procedure,nsubj
is,problem,nsubj
is,princess,nsubj
is,price,nsubj
is,power,nsubj
is,network,nsubj
is,nature,nsubj
is,interaction,nsubj
is,kosong,nsubj
is,leadership,nsubj
is,law,nsubj
is,language,nsubj
is,land,nsubj
is,lake,nsubj
is,lady,nsubj
is,lack,nsubj
is,ki,nsubj
is,name,nsubj
is,key,nsubj
is,job,nsubj
is,jar,nsubj
is,it,nsubj
is,issue,nsubj
is,investment,nsubj
is,introduction,nsubj
is,life,nsubj
is,line,nsubj
is,liver,nsubj
is,loss,nsubj
is,movie,nsubj
is,move,nsubj
is,motorcycle,nsubj
is,mother,nsubj
is,money,nsubj
is,menu,nsubj
is,measure,nsubj
is,meal,nsubj
is,matter,nsubj
is,market,nsubj
is,mark,nsubj
is,marginalization,nsubj
is,manager,nsubj
is,magic,nsubj
is,mafia,nsubj
joined,I,nsubj
joined,Lisa,nsubj
increased,cent,dobj
know,smell,dobj
knowing,German,dobj
know,you,nsubj
know,what,dobj
know,we,nsubj
know,toll,dobj
know,they,nsubj
know,that,dobj
know,she,nsubj
known,truth,dobj
know,personnel,nsubj
know,old,nsubj
know,myself,dobj
know,much,dobj
know,many,nsubj
know,lot,dobj
know,it,dobj
known,it,nsubj
knows,Lew,nsubj
kills,children,dobj
lacks,Union,nsubj
laid,Commission,nsubj
laid,Comer,nsubj
laid,Canada,nsubj
lagging,index,dobj
lacks,evidence,dobj
lacks,capacity,dobj
lacks,Wilson,nsubj
lacking,connection,dobj
knows,cent,dobj
lacked,documentation,dobj
lacked,all,nsubj
labelled,it,nsubj
labelled,government,nsubj
label,visuals,dobj
knows,mum,nsubj
knows,importance,dobj
know,him,nsubj
know,her,dobj
know,he,nsubj
knew,Huang,nsubj
knew,decision,nsubj
knew,coach,nsubj
knew,They,nsubj
knew,Neither,nsubj
knew,Lim,nsubj
knew,I,nsubj
knew,He,nsubj
know,feeling,dobj
knew,Ben,nsubj
knew,Agency,nsubj
knew,',dobj
kissing,victim,dobj
kissing,other,dobj
kissed,onstage,dobj
kissed,1975,nsubj
knew,he,nsubj
knew,it,dobj
knew,one,dobj
knew,she,nsubj
know,bit,dobj
know,You,nsubj
know,What,dobj
know,We,nsubj
know,River,nsubj
know,It,nsubj
know,I,nsubj
know,He,nsubj
know,Fans,nsubj
know,Birds,dobj
know,Baklava,nsubj
knew,what,dobj
knew,we,nsubj
knew,they,nsubj
knew,that,dobj
laid,Twitch,nsubj
laid,advantages,dobj
laid,details,dobj
launched,Korea,nsubj
launched,Tehran,nsubj
launched,SoftBank,nsubj
launched,RWS,nsubj
launched,Navy,nsubj
launched,Naiian,dobj
launched,Lemak,dobj
launched,Lachlan,nsubj
launched,KPPU,nsubj
launched,Authority,nsubj
launched,It,nsubj
launched,Information,nsubj
launched,Getty,nsubj
launched,Fund,dobj
launched,FC,nsubj
launched,DRA,nsubj
launched,Croissant,dobj
launched,Trong,nsubj
launched,Uganda,nsubj
launched,administration,nsubj
launched,attack,dobj
launched,startup,nsubj
launched,series,dobj
launched,projectile,dobj
launched,partnership,dobj
launched,page,dobj
launched,network,dobj
launched,model,dobj
launched,investigation,dobj
launched,invasion,dobj
launched,insurgency,dobj
launched,generator,dobj
launched,fund,dobj
launched,founder,nsubj
launched,criminology,dobj
launched,company,dobj
launched,Cheung,nsubj
launched,Airport,nsubj
laid,employees,dobj
landed,I,nsubj
lasted,hours,dobj
lasted,he,nsubj
last,it,nsubj
last,arrangement,nsubj
landing,charges,dobj
landed,scholarship,dobj
landed,items,nsubj
land,gold,dobj
launch,which,nsubj
land,astronauts,dobj
lamented,deaths,dobj
lamented,Obrador,nsubj
lament,Fadza,nsubj
laid,sanctions,dobj
laid,much,dobj
laid,foundation,dobj
lasted,trip,nsubj
lasting,months,dobj
lasts,class,nsubj
lasts,him,dobj
launch,venture,dobj
launch,string,dobj
launch,probe,dobj
launch,parties,nsubj
launch,menu,dobj
launch,channel,dobj
launch,campaigns,dobj
launch,apparel,dobj
launch,airstrikes,dobj
launch,YouTube,nsubj
launch,Park,dobj
launch,EVs,dobj
laughed,she,nsubj
lauded,leaders,nsubj
lauded,exchanges,dobj
kills,which,nsubj
killing,wife,dobj
joined,Martell,dobj
justified,US,nsubj
keep,Palestinians,dobj
justify,withdrawals,dobj
justify,supply,dobj
justify,dismissal,dobj
justify,allocation,dobj
justified,strikes,dobj
justified,decision,dobj
jumped,who,nsubj
keep,content,dobj
jumped,trade,nsubj
jumped,shares,nsubj
jumped,cent,dobj
jumped,bail,dobj
jumped,I,nsubj
jump,fund,nsubj
jump,cent,dobj
keep,batteries,dobj
keep,foetus,dobj
killing,them,dobj
keep,region,dobj
keep,us,nsubj
keep,track,dobj
keep,things,dobj
keep,technology,dobj
keep,sunshine,dobj
keep,streets,dobj
keep,specimens,dobj
keep,providers,dobj
keep,funds,dobj
keep,payment,dobj
keep,parents,dobj
keep,pace,dobj
keep,members,nsubj
keep,masks,dobj
keep,income,dobj
keep,him,dobj
juggling,work,dobj
judged,they,nsubj
judge,people,nsubj
joined,Timothy,nsubj
joined,he,nsubj
joined,forces,dobj
joined,division,dobj
joined,cuisine,nsubj
joined,countries,dobj
joined,committee,dobj
joined,club,dobj
joined,Teng,nsubj
joked,he,nsubj
joined,Some,nsubj
joined,Singapore,nsubj
joined,She,nsubj
joined,Rimowa,nsubj
joined,Pakistan,nsubj
joined,OpenAI,dobj
joined,Novelship,nsubj
joined,party,dobj
joined,politics,dobj
joined,queue,dobj
joined,she,nsubj
joked,Qin,nsubj
joke,we,nsubj
joins,it,nsubj
joins,firms,dobj
joining,sanctions,dobj
joining,platforms,dobj
joining,people,nsubj
joining,family,dobj
joining,WATG,dobj
joining,Tuilagi,nsubj
joining,Binance,dobj
joining,Bayonne,dobj
joining,Albion,dobj
joined,who,nsubj
joined,timers,nsubj
keep,users,dobj
keep,water,dobj
keep,which,nsubj
killed,hundreds,dobj
killed,shooter,nsubj
killed,people,dobj
killed,one,dobj
killed,mother,dobj
killed,miners,nsubj
killed,members,dobj
killed,it,nsubj
killed,himself,dobj
killed,Lanza,nsubj
killed,gunmen,dobj
killed,gunfire,nsubj
killed,girl,dobj
killed,children,nsubj
killed,attack,nsubj
killed,Wajãpi,dobj
killed,soldiers,dobj
killed,strikes,nsubj
killed,that,nsubj
killed,themselves,dobj
killing,residents,dobj
killing,husband,dobj
killing,him,dobj
killing,debate,nsubj
killing,conditions,nsubj
killing,civilians,dobj
killing,citizen,dobj
killing,Morais,dobj
killing,Beqirai,dobj
killed,youth,dobj
killed,who,nsubj
killed,which,nsubj
killed,troops,nsubj
killed,thousands,dobj
killed,Selk’nam,dobj
killed,Emirati,dobj
keeping,eyes,dobj
keeps,Febbrile,nsubj
kept,he,nsubj
kept,euro,dobj
kept,Justin,nsubj
kept,Ghaderi,nsubj
kept,ECB,nsubj
keeps,that,nsubj
keeps,spine,dobj
keeping,which,nsubj
killed,12,dobj
keeping,time,dobj
keeping,things,dobj
keeping,relations,dobj
keeping,records,dobj
keeping,pressure,dobj
keeping,people,dobj
keeping,family,dobj
kept,it,dobj
kept,me,dobj
kept,mission,nsubj
kept,nationality,dobj
kill,virus,dobj
kill,myself,dobj
kill,Morais,dobj
kidnapping,Dheri,dobj
kickstart,franchise,dobj
kicking,Lei,dobj
kicked,forces,dobj
kicked,company,nsubj
kicked,auction,dobj
kick,project,dobj
kept,they,nsubj
kept,spirits,dobj
kept,she,nsubj
kept,positivity,dobj
kept,news,dobj
is,contact,nsubj
is,confection,nsubj
is,concern,nsubj
interviewed,Officer,dobj
introduce,Audio,dobj
intimidate,witnesses,dobj
intimidate,president,nsubj
interviewed,they,nsubj
interviewed,staff,dobj
interviewed,investigators,dobj
interviewed,Official,dobj
interviewed,Manager,dobj
introduce,it,nsubj
interviewed,Ko,nsubj
interviewed,Investigators,nsubj
interviewed,ITF,nsubj
interviewed,1,dobj
interview,staff,dobj
interview,OIOS,nsubj
interrogated,defense,nsubj
introduce,her,dobj
introduce,laws,dobj
instructing,staff,dobj
introduced,coins,dobj
introduced,we,nsubj
introduced,translators,dobj
introduced,law,dobj
introduced,it,nsubj
introduced,group,nsubj
introduced,girlfriend,dobj
introduced,framework,dobj
introduced,bill,dobj
introduce,levy,dobj
introduced,We,nsubj
introduced,Song,nsubj
introduced,India,nsubj
introduced,III,nsubj
introduce,system,dobj
introduce,suite,dobj
introduce,services,dobj
interrogated,Korablyov,dobj
interpreted,it,dobj
interpreted,Officer,nsubj
intend,they,nsubj
intends,HIF,nsubj
intends,Grab,nsubj
intended,we,nsubj
intended,UNON,nsubj
intended,Sarkozy,nsubj
intended,He,nsubj
intended,FINDINGS,nsubj
integrating,Microsoft,nsubj
interpreted,China,nsubj
integrating,AI,dobj
integrated,PA,nsubj
integrate,View,dobj
intact,engine,nsubj
insulting,modesty,dobj
insulate,it,dobj
instructs,staff,dobj
intends,Sarkozy,nsubj
intends,it,nsubj
intensified,attacks,nsubj
intensified,that,nsubj
international,currency,nsubj
interjected,himself,dobj
interfered,finding,dobj
interfered,Moscow,nsubj
intercepted,migrant,dobj
intercepted,Ventura,nsubj
interacts,Germany,nsubj
interact,them,nsubj
interact,medication,nsubj
interact,man,nsubj
interact,children,nsubj
intensifying,operations,nsubj
intensify,guidance,nsubj
intensify,course,dobj
intensify,concerns,dobj
introduces,collection,dobj
introduces,partnership,nsubj
introducing,element,dobj
investigate,indicator,dobj
investigate,transactions,dobj
investigate,they,nsubj
investigate,tariffs,dobj
investigate,partnership,dobj
investigate,it,nsubj
investigate,issues,dobj
investigate,intestine,dobj
investigate,events,dobj
invested,million,dobj
investigate,effects,dobj
investigate,death,dobj
investigate,cases,dobj
investigate,We,nsubj
investigate,WTO,nsubj
invested,who,nsubj
invested,which,nsubj
investigate,wrongdoing,dobj
investigated,OIOS,nsubj
investigated,complaint,dobj
investigated,process,dobj
investing,One,nsubj
investing,Caterpillar,nsubj
investing,Brands,nsubj
investing,Bank,nsubj
investigating,university,nsubj
investigating,they,nsubj
investigating,police,nsubj
investigating,it,nsubj
investigating,him,dobj
investigating,complaints,dobj
investigating,cause,dobj
investigating,allegations,dobj
investigating,allegation,dobj
investigating,Force,nsubj
investigated,which,nsubj
invested,more,dobj
invested,manufacturers,nsubj
intrudes,it,nsubj
invading,Ukraine,dobj
invest,billion,dobj
invest,Google,nsubj
invest,"500,000",dobj
inventing,diode,dobj
invented,who,nsubj
invented,machine,dobj
invading,farmers,dobj
invades,Russia,nsubj
invested,it,nsubj
invaded,country,dobj
invaded,Ukraine,dobj
invaded,Russia,nsubj
invaded,Moscow,nsubj
invade,China,nsubj
inundated,that,nsubj
intrudes,matters,dobj
invest,it,nsubj
invest,pounds,dobj
invest,they,nsubj
invested,Arabia,nsubj
invested,conglomerate,nsubj
invested,company,nsubj
invested,billion,dobj
invested,Ventures,nsubj
invested,"S$49,500",dobj
invested,Renaissance,nsubj
invested,Nio,nsubj
invested,Microsoft,nsubj
invested,Lightspeed,nsubj
invested,It,nsubj
invested,FTX,nsubj
invested,Diageo,nsubj
invested,Corp,nsubj
invested,China,nsubj
invested,Cars,nsubj
instructs,administration,nsubj
instructed,workers,dobj
is,company,nsubj
indicated,interest,dobj
indicates,it,nsubj
indicates,analysis,nsubj
indicates,This,nsubj
indicates,Evidence,nsubj
indicated,she,nsubj
indicated,reports,nsubj
indicated,payment,dobj
indicated,Valentini,nsubj
indicates,memorandum,nsubj
indicated,Specialist,nsubj
indicated,Official,nsubj
indicated,Officer,nsubj
indicated,Nvidia,nsubj
indicated,Manager,nsubj
indicated,He,nsubj
indicated,Boel,nsubj
indicates,management,dobj
indicates,note,nsubj
instructed,them,dobj
indulge,we,nsubj
inflating,revenues,dobj
inflated,profits,dobj
inflate,results,dobj
infiltrating,reservations,dobj
infiltrating,cartels,nsubj
infected,malware,nsubj
infected,computers,dobj
indulge,sensitivities,dobj
indicates,report,nsubj
indulge,passion,dobj
indiscriminate,shelling,dobj
indiscriminate,airstrikes,dobj
indicating,reservations,dobj
indicating,loosening,dobj
indicating,exchange,dobj
indicates,which,nsubj
indicate,who,nsubj
indicate,that,nsubj
indicate,statistics,nsubj
increased,likelihood,dobj
increased,target,dobj
increased,sales,nsubj
increased,regulator,nsubj
increased,price,nsubj
increased,period,dobj
increased,output,nsubj
increased,number,nsubj
increased,lawsuits,nsubj
indicate,she,nsubj
increased,it,nsubj
increased,imports,nsubj
increased,fee,dobj
increased,fears,dobj
increased,deficit,nsubj
increased,deal,nsubj
increased,that,nsubj
increased,trade,nsubj
increased,volume,nsubj
increased,wages,dobj
indicate,he,nsubj
indicate,excision,dobj
indicate,estimates,nsubj
indicate,Regulation,nsubj
incurring,tear,dobj
incurring,hundreds,dobj
incurred,expenditure,dobj
incurred,companies,nsubj
incur,million,dobj
increasing,regulation,dobj
increasing,price,dobj
increasing,level,nsubj
increasing,it,nsubj
increasing,development,dobj
increasing,USDA,nsubj
influenced,life,nsubj
influenced,that,nsubj
influenced,understanding,dobj
insisted,Berlusconi,nsubj
inspire,role,nsubj
inspire,pupils,dobj
inspire,professionals,dobj
inspire,generation,dobj
insisted,she,nsubj
insisted,Thoreau,nsubj
insisted,He,nsubj
insist,which,nsubj
inked,company,nsubj
insect,bites,dobj
innovated,use,dobj
innovated,He,nsubj
inking,agreements,dobj
inked,sides,nsubj
inked,organisations,nsubj
inked,deals,dobj
inspire,us,dobj
inspire,wisdom,nsubj
inspired,books,dobj
